CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Credit_Limit,Date_Leave,Months_Inactive,Contacts_Count,Total_Revolving_Bal,Total_Trans_Ct,Avg_Open_To_Buy,Avg_Utilization_Ratio,Trans_Amount,Revenue,Country,Province,City,Date,Year,Quarter,Month,Transaction_Category,Transaction_Subcategory
779608083,Existing Customer,55,M,2,Graduate,Single,Less than $40K,Blue,56,2,3897,"none,2019",3,4,1650,136,2650,0.21,3524,102.037504,Singapore,North Region,Ang Mo Kio,,,,,Retail,Electronics Store
714097683,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Blue,49,3,1809,"Q2,2018",3,4,0,44,1809,0,3230,92.055,Thailand,Phuket,Thalang,4/7/2018,2018,2,April,Bank,Credit Card Payment
714192933,Attrited Customer,55,F,1,Graduate,Married,$40K - $60K,Blue,36,3,2060,"Q2,2018",3,5,0,44,2060,0,2066,58.881,Singapore,Central Region,Woodlands,6/30/2018,2018,2,June,Retail,Bookstore
715410783,Attrited Customer,55,F,1,Uneducated,Single,Less than $40K,Blue,36,5,1836,"Q1,2018",2,3,572,34,1264,0.312,3095,88.2075,Indonesia,Jawa Timur,Blitar,1/4/2018,2018,1,January,Bank,ATM Withdrawal
787800108,Existing Customer,55,M,2,College,Married,Less than $40K,Blue,45,5,2929,"none,2018",1,4,3552,159,498,0.605,5934,170.623006,Vietnam,Da Nang,Cẩm Lệ,,,,,Retail,Bookstore
720531633,Attrited Customer,55,F,1,Graduate,Married,$40K - $60K,Blue,36,4,3552,"Q1,2018",2,2,2517,36,1035,0.709,4452,126.882,Thailand,Bangkok,Bang Kho Laem,2/9/2018,2018,1,February,Utility,Water Bill
721032633,Attrited Customer,55,F,1,College,Married,$40K - $60K,Blue,32,5,2496,"Q2,2018",3,4,1999,50,497,0.801,4212,120.042,Vietnam,Ho Chi Minh City,District 1,5/4/2018,2018,2,May,Utility,Water Bill
787584108,Existing Customer,55,M,3,College,Married,$40K - $60K,Blue,47,4,3436,"none,2018",8,6,3506,100,1420,0.5085,5238,148.529262,Vietnam,Ho Chi Minh City,District 12,,,,,Retail,Sporting Goods
787599258,Attrited Customer,55,F,2,Graduate,Single,$40K - $60K,Silver,41,6,7361,"Q2,2019",1,4,1966,63,6052,0.134,5405,154.46127,Indonesia,Jawa Timur,Batu,4/9/2019,2019,2,April,Utility,Electricity Bill
766021083,Attrited Customer,55,F,1,College,Single,$40K - $60K,Blue,48,3,2114,"Q3,2018",5,3,546,42,1568,0.258,5056,144.096,Indonesia,Jawa Barat,Bandung,9/14/2018,2018,3,September,Utility,Electricity Bill
768624258,Attrited Customer,55,F,2,Graduate,Single,Less than $40K,Blue,49,2,1583,"Q2,2018",1,2,234,36,1349,0.148,4237,120.7545,Thailand,Bangkok,Dusit,5/22/2018,2018,2,May,Bank,Online Transfer
719808558,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Blue,43,2,1438.3,"Q4,2018",4,3,0,27,1438.3,0,2595,71.8815,Philippines,Calabarzon,Calamba,11/24/2018,2018,4,November,Utility,Electricity Bill
772528158,Attrited Customer,55,F,1,High School,Married,Less than $40K,Blue,45,4,1741,"Q2,2018",3,4,0,42,1741,0,4664,132.924,Cambodia,Sihanoukville,Kampong Chhnang,5/3/2018,2018,2,May,Bank,Deposit
778601733,Attrited Customer,55,F,1,High School,Married,$40K - $60K,Blue,47,5,2687,"Q2,2018",4,3,1689,34,998,0.629,4399,125.3715,Thailand,Chiang Mai,Chiang Dao,5/19/2018,2018,2,May,Retail,Sporting Goods
788474658,Existing Customer,55,M,3,Graduate,Married,$80K - $120K,Gold,48,5,16208,"none,2018",2,8,2347,88,14930,0.0745,10378,297.01878,Philippines,Metro Manila,Pasig,,,,,Retail,Bookstore
779841483,Attrited Customer,55,F,1,College,Married,$60K - $80K,Silver,39,1,12972,"Q2,2018",3,3,1424,36,11548,0.11,2055,58.5675,Myanmar,Yangon,Dagon,6/11/2018,2018,2,June,Retail,Electronics Store
720370533,Attrited Customer,55,M,2,Uneducated,Married,Less than $40K,Blue,44,3,2323,"Q3,2018",2,2,0,15,2323,0,2037,58.0545,Myanmar,Naypyidaw,Zabuthiri Township,9/10/2018,2018,3,September,Retail,Sporting Goods
781391058,Attrited Customer,55,M,1,Uneducated,Single,Less than $40K,Blue,61,6,1443,"Q3,2019",7,4,1888,78,68,0.6565,5485,156.33258,Myanmar,Naypyidaw,Zabuthiri Township,8/5/2019,2019,3,August,Utility,Water Bill
716717733,Attrited Customer,55,F,2,Graduate,Single,Less than $40K,Silver,47,2,4841,"Q4,2018",5,4,859,87,3982,0.177,2616,72.4632,Brunei,Brunei-Muara,Bandar Seri Begawan,10/20/2018,2018,4,October,Bank,Online Transfer
716609433,Attrited Customer,55,M,2,Graduate,Divorced,$80K - $120K,Gold,46,5,16828,"Q3,2018",3,2,2517,63,14311,0.15,3444,98.154,Vietnam,Hanoi,Cầu Giấy,7/19/2018,2018,3,July,Bank,Credit Card Payment
783121008,Existing Customer,55,F,0,Graduate,Single,$40K - $60K,Silver,49,1,12094,"none,2018",6,6,3280,142,10224,0.1375,8747,244.439466,Malaysia,Selangor,Shah Alam,,,,,Retail,Clothing Store
783387783,Existing Customer,55,M,2,Graduate,Divorced,$60K - $80K,Silver,49,4,10127,"none,2018",8,6,2458,157,8254,0.1225,10934,305.746043,Thailand,Bangkok,Pathum Wan,,,,,Bank,Credit Card Payment
716893683,Attrited Customer,55,F,1,College,Single,$60K - $80K,Silver,47,4,14657,"Q4,2018",3,3,2517,53,12140,0.172,4722,134.577,Indonesia,Jakarta,Jakarta Timur,10/25/2018,2018,4,October,Utility,Electricity Bill
787489083,Existing Customer,55,M,4,Post-Graduate,Married,$80K - $120K,Gold,55,6,21351,"none,2019",5,8,3338,133,18834,0.079,9856,278.14424,Vietnam,Da Nang,Cẩm Lệ,,,,,Retail,Clothing Store
717793983,Attrited Customer,55,M,3,Graduate,Married,$60K - $80K,Gold,45,2,18128,"Q2,2018",3,1,0,49,18128,0,4048,115.368,Cambodia,Sihanoukville,Kampong Chhnang,6/24/2018,2018,2,June,Utility,Gas Bill
717898758,Attrited Customer,55,F,2,Graduate,Married,$40K - $60K,Silver,45,6,12207,"Q4,2018",3,3,0,74,12207,0,4399,125.3715,Singapore,Central Region,Jurong West,12/25/2018,2018,4,December,Bank,ATM Withdrawal
718675158,Attrited Customer,55,F,1,Uneducated,Married,Less than $40K,Blue,36,4,1438.3,"Q1,2018",1,3,361,22,1077.3,0.251,4087,116.4795,Myanmar,Mandalay,Amarapura,3/27/2018,2018,1,March,Retail,Sporting Goods
718742808,Attrited Customer,55,F,1,High School,Married,$40K - $60K,Silver,46,2,4629,"Q3,2018",4,3,710,49,3919,0.153,4811,137.1135,Indonesia,Jakarta,Jakarta Selatan,8/26/2018,2018,3,August,Utility,Water Bill
719084358,Attrited Customer,55,F,1,Graduate,Married,Less than $40K,Blue,46,6,4232,"Q3,2018",4,3,0,37,4232,0,4916,140.106,Singapore,North Region,Toa Payoh,9/20/2018,2018,3,September,Bank,Online Transfer
719299533,Attrited Customer,55,F,1,College,Married,$40K - $60K,Blue,36,2,3626,"Q3,2018",3,2,795,42,2831,0.219,4885,139.2225,Indonesia,Jakarta,Jakarta Pusat,9/23/2018,2018,3,September,Bank,Credit Card Payment
719309958,Attrited Customer,55,M,3,Doctorate,Married,$80K - $120K,Gold,35,4,20865,"Q3,2018",1,3,0,25,20865,0,5072,144.552,Thailand,Chiang Mai,Mae Chaem,8/23/2018,2018,3,August,Utility,Water Bill
719519058,Attrited Customer,55,F,4,High School,Married,Less than $40K,Blue,36,4,1477,"Q1,2018",2,3,0,49,1477,0,3918,111.663,Myanmar,Mandalay,Pyigyitagon,3/23/2018,2018,1,March,Bank,Online Transfer
713879283,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Silver,47,3,4580,"none,2018",6,4,2620,155,3280,0.287,4811,134.699577,Vietnam,Da Nang,Cẩm Lệ,,,,,Bank,ATM Withdrawal
720049083,Attrited Customer,55,F,1,Uneducated,Divorced,Less than $40K,Blue,24,5,1438.3,"Q2,2018",3,3,0,47,1438.3,0,2160,61.56,Brunei,Brunei-Muara,Tutong,4/21/2018,2018,2,April,Utility,Water Bill
712578933,Attrited Customer,55,F,1,High School,Married,Less than $40K,Blue,25,3,1438.3,"Q1,2018",2,6,0,44,1438.3,0,1619,46.1415,Philippines,Calabarzon,Biñan,2/2/2018,2018,1,February,Bank,ATM Withdrawal
712664658,Attrited Customer,55,F,1,Graduate,Single,Less than $40K,Blue,30,2,1649,"Q4,2018",2,2,0,54,1649,0,2878,82.023,Laos,Luang Prabang,Muang Sing,11/8/2018,2018,4,November,Bank,ATM Withdrawal
714213708,Attrited Customer,55,F,1,College,Married,$40K - $60K,Blue,25,4,3611,"Q4,2018",3,2,2517,45,1094,0.697,4092,116.622,Cambodia,Sihanoukville,Kampong Thom,12/1/2018,2018,4,December,Utility,Water Bill
714962658,Attrited Customer,55,M,2,High School,Single,Less than $40K,Blue,36,5,1931,"Q2,2018",3,3,0,40,1931,0,4155,118.4175,Malaysia,Kedah,Sungai Petani,5/9/2018,2018,2,May,Bank,Deposit
715547058,Attrited Customer,55,F,0,Graduate,Married,$40K - $60K,Blue,36,4,2089,"Q2,2018",3,4,0,51,2089,0,2862,81.567,Myanmar,Mandalay,Pyigyitagon,6/7/2018,2018,2,June,Retail,Sporting Goods
717748608,Attrited Customer,55,F,4,High School,Married,Less than $40K,Blue,24,3,1555,"Q4,2018",2,4,872,51,683,0.561,4098,116.793,Malaysia,Selangor,Klang,11/26/2018,2018,4,November,Bank,Credit Card Payment
718362783,Attrited Customer,55,M,2,Graduate,Married,$60K - $80K,Silver,27,3,12643,"Q3,2018",2,3,0,21,12643,0,2294,65.379,Indonesia,Jawa Tengah,Surakarta,8/27/2018,2018,3,August,Bank,Deposit
718452633,Attrited Customer,55,F,4,Graduate,Married,Less than $40K,Blue,36,4,1931,"Q2,2018",3,3,0,46,1931,0,4751,135.4035,Singapore,North Region,Bishan,5/19/2018,2018,2,May,Bank,Credit Card Payment
718673358,Attrited Customer,55,M,3,Graduate,Married,$60K - $80K,Silver,30,5,13590,"Q2,2018",3,4,1528,52,12062,0.112,4301,122.5785,Vietnam,Hanoi,Cầu Giấy,4/30/2018,2018,2,April,Bank,ATM Withdrawal
720444408,Attrited Customer,55,F,1,College,Single,$40K - $60K,Blue,25,2,2231,"Q2,2018",2,4,1791,42,440,0.803,4348,123.918,Cambodia,Phnom Penh,Chroy Changvar,5/6/2018,2018,2,May,Bank,Deposit
711873033,Attrited Customer,55,F,3,High School,Married,Less than $40K,Blue,29,4,1438.3,"Q2,2018",2,3,0,56,1438.3,0,1804,51.414,Thailand,Chiang Mai,Mueang Chiang Mai,6/7/2018,2018,2,June,Bank,Credit Card Payment
781794708,Attrited Customer,55,M,3,Post-Graduate,Married,$80K - $120K,Gold,29,2,17030,"Q3,2018",1,3,1911,25,15119,0.112,4844,138.054,Thailand,Phuket,Pa Tong,7/14/2018,2018,3,July,Utility,Water Bill
824560758,Attrited Customer,55,F,1,Graduate,Married,Less than $40K,Blue,31,1,1678,"Q3,2018",3,4,0,61,1678,0,15311,436.3635,Laos,Pakse,Vientiane,8/13/2018,2018,3,August,Utility,Gas Bill
709200633,Existing Customer,55,F,1,College,Single,$40K - $60K,Blue,49,1,2721,"none,2018",10,6,1145,103,2721,0.21,2475,67.90241,Thailand,Bangkok,Pom Prap Sattru Phai,,,,,Bank,Deposit
708584208,Attrited Customer,55,F,2,High School,Married,Less than $40K,Blue,36,5,3111,"Q1,2018",2,4,2517,41,594,0.809,1767,50.3595,Vietnam,Hanoi,Hai Bà Trưng,2/10/2018,2018,1,February,Bank,Deposit
708856983,Attrited Customer,55,M,3,College,Married,$60K - $80K,Silver,27,2,13873,"Q4,2018",1,2,0,18,13873,0,1102,31.407,Cambodia,Phnom Penh,Tuol Kork,11/23/2018,2018,4,November,Retail,Bookstore
709100283,Attrited Customer,55,F,2,Graduate,Single,$40K - $60K,Silver,26,3,5956,"Q4,2018",2,2,2517,46,3439,0.423,1448,41.268,Indonesia,Jawa Timur,Blitar,11/6/2018,2018,4,November,Retail,Clothing Store
710899833,Attrited Customer,55,M,2,Graduate,Married,$40K - $60K,Silver,18,3,7758,"Q4,2018",1,3,1408,23,6350,0.181,1921,54.7485,Myanmar,Naypyidaw,Tatkon Township,11/13/2018,2018,4,November,Bank,Credit Card Payment
711161133,Attrited Customer,55,F,2,College,Single,$40K - $60K,Silver,36,2,6071,"Q3,2018",3,3,0,59,6071,0,1825,52.0125,Laos,Vientiane,Sikhottabong,8/11/2018,2018,3,August,Utility,Gas Bill
712120608,Attrited Customer,55,M,3,College,Married,$40K - $60K,Blue,27,3,3575,"Q3,2018",2,3,1884,15,1691,0.527,1887,53.7795,Malaysia,Johor,Batu Pahat,8/7/2018,2018,3,August,Retail,Electronics Store
711772008,Attrited Customer,55,F,1,Graduate,Married,Less than $40K,Blue,22,1,1890,"Q2,2018",2,1,666,36,1224,0.352,2054,58.539,Philippines,Metro Manila,Taguig,5/29/2018,2018,2,May,Utility,Gas Bill
715051608,Attrited Customer,55,M,2,High School,Single,$60K - $80K,Silver,36,2,9719,"Q4,2018",3,2,2517,51,7202,0.259,3820,108.87,Cambodia,Siem Reap,Siem Reap,11/27/2018,2018,4,November,Retail,Sporting Goods
720150858,Attrited Customer,55,M,2,High School,Married,Less than $40K,Blue,25,6,1439,"Q4,2018",2,0,0,44,1439,0,4749,135.3465,Singapore,Central Region,Jurong West,12/29/2018,2018,4,December,Retail,Clothing Store
716709858,Attrited Customer,55,F,1,High School,Single,Less than $40K,Blue,25,1,3074,"Q4,2018",2,3,0,54,3074,0,3462,98.667,Cambodia,Phnom Penh,Sen Sok,10/15/2018,2018,4,October,Bank,Deposit
708902883,Existing Customer,55,M,2,Graduate,Single,$60K - $80K,Silver,36,5,12856,"none,2018",2,4,983,98,12856,0.04,7200,206.16138,Brunei,Brunei-Muara,Jerudong,,,,,Utility,Electricity Bill
716751858,Attrited Customer,55,F,1,High School,Married,Less than $40K,Blue,36,2,2401,"Q4,2018",3,3,496,40,1905,0.207,3906,111.321,Philippines,Central Luzon,Tarlac City,10/20/2018,2018,4,October,Utility,Internet Bill
717208833,Attrited Customer,55,F,3,High School,Married,Less than $40K,Blue,21,2,1576,"Q1,2018",2,2,0,56,1576,0,4129,117.6765,Myanmar,Yangon,Lanmadaw,1/16/2018,2018,1,January,Utility,Water Bill
718558758,Attrited Customer,55,M,1,College,Single,$40K - $60K,Blue,22,1,3711,"Q2,2018",2,2,1413,51,2298,0.381,4593,130.9005,Singapore,Central Region,Bedok,5/2/2018,2018,2,May,Retail,Bookstore
719756133,Attrited Customer,55,M,4,Graduate,Married,$60K - $80K,Blue,20,3,3940,"Q4,2018",2,6,1384,53,2556,0.351,4702,134.007,Myanmar,Yangon,Pabedan,12/16/2018,2018,4,December,Utility,Gas Bill
711562833,Attrited Customer,55,M,4,Graduate,Married,$60K - $80K,Silver,24,6,12634,"Q4,2018",3,4,0,18,12634,0,1831,52.1835,Vietnam,Hanoi,Ba Đình,12/31/2018,2018,4,December,Utility,Internet Bill
769667583,Attrited Customer,55,M,2,College,Married,$40K - $60K,Blue,28,2,3744,"Q4,2018",3,2,0,69,3744,0,2316,66.006,Philippines,Central Luzon,Angeles,10/21/2018,2018,4,October,Utility,Electricity Bill
772162683,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Blue,23,6,3116,"Q4,2018",2,2,0,45,3116,0,5249,149.5965,Malaysia,Kedah,Padang Terap,11/29/2018,2018,4,November,Retail,Sporting Goods
779104608,Attrited Customer,55,F,3,High School,Divorced,Less than $40K,Blue,15,5,1438.3,"Q2,2018",1,3,0,48,1438.3,0,4773,136.0305,Philippines,Central Luzon,Angeles,6/29/2018,2018,2,June,Bank,Online Transfer
708536283,Attrited Customer,55,M,1,High School,Single,Less than $40K,Blue,27,3,2904,"Q1,2018",2,2,2517,46,387,0.867,2311,65.8635,Indonesia,Jawa Timur,Blitar,3/3/2018,2018,1,March,Retail,Bookstore
708703308,Attrited Customer,55,F,1,High School,Married,$40K - $60K,Blue,26,6,2045,"Q3,2018",4,4,1707,39,338,0.835,1273,33.829975,Brunei,Brunei-Muara,Bandar Seri Begawan,8/30/2018,2018,3,August,Utility,Electricity Bill
708996708,Existing Customer,55,M,1,Graduate,Single,$80K - $120K,Gold,46,3,21032,"none,2018",6,2,1700,136,19623,0.0385,6581,178.705362,Indonesia,Jawa Tengah,Semarang,,,,,Bank,Deposit
709785783,Attrited Customer,55,F,0,Graduate,Single,Less than $40K,Blue,25,5,2300,"Q4,2018",3,4,0,34,2300,0,1745,49.7325,Malaysia,Selangor,Subang Jaya,12/17/2018,2018,4,December,Utility,Electricity Bill
710895708,Attrited Customer,55,F,0,Graduate,Married,Less than $40K,Blue,27,2,3876,"Q4,2018",3,2,0,73,3876,0,1776,50.616,Laos,Luang Prabang,Luang Prabang,12/12/2018,2018,4,December,Retail,Clothing Store
712602708,Attrited Customer,55,M,3,High School,Married,Less than $40K,Blue,36,4,1815,"Q3,2018",1,2,0,34,1815,0,3783,107.8155,Cambodia,Siem Reap,Kampong Cham,8/21/2018,2018,3,August,Bank,Credit Card Payment
713597658,Attrited Customer,55,F,1,High School,Married,$40K - $60K,Blue,22,3,2784,"Q4,2018",3,1,2378,57,406,0.854,2876,81.966,Vietnam,Hanoi,Cầu Giấy,10/20/2018,2018,4,October,Bank,Credit Card Payment
713929533,Attrited Customer,55,F,3,College,Married,Less than $40K,Blue,36,2,1707,"Q4,2018",2,2,0,52,1707,0,1894,53.979,Singapore,East Region,Pasir Ris,11/17/2018,2018,4,November,Bank,ATM Withdrawal
711918033,Attrited Customer,55,F,3,High School,Married,Less than $40K,Blue,17,3,1468,"Q2,2018",1,3,1074,32,394,0.732,2883,82.1655,Vietnam,Da Nang,Ngũ Hành Sơn,4/28/2018,2018,2,April,Utility,Gas Bill
708319908,Attrited Customer,55,M,5,Graduate,Married,$40K - $60K,Blue,17,1,4116,"Q3,2018",1,2,1473,70,2643,0.358,1022,29.127,Singapore,North Region,Ang Mo Kio,9/4/2018,2018,3,September,Bank,Credit Card Payment
708798483,Attrited Customer,55,F,1,High School,Married,$40K - $60K,Blue,24,2,2054,"Q2,2018",3,2,0,43,2054,0,1715,48.8775,Laos,Pakse,Thakhek,4/21/2018,2018,2,April,Bank,Deposit
708892833,Attrited Customer,55,M,2,Graduate,Married,$60K - $80K,Silver,30,2,13662,"Q2,2018",4,4,0,22,13662,0,1226,33.2246,Philippines,Calabarzon,Quezon City,4/27/2018,2018,2,April,Retail,Sporting Goods
708918558,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Blue,36,5,1959,"Q2,2018",3,2,662,52,1297,0.338,1750,49.875,Singapore,North Region,Ang Mo Kio,5/24/2018,2018,2,May,Bank,Online Transfer
709537683,Attrited Customer,55,M,3,College,Married,$60K - $80K,Silver,30,3,11638,"Q2,2018",4,3,926,15,10712,0.08,1682,47.937,Thailand,Phuket,Pa Tong,6/27/2018,2018,2,June,Utility,Water Bill
711096633,Attrited Customer,55,F,2,Graduate,Divorced,$40K - $60K,Silver,29,5,12203,"Q4,2018",2,6,0,94,12203,0,1483,42.2655,Indonesia,Jawa Barat,Bekasi,10/1/2018,2018,4,October,Utility,Gas Bill
711201108,Attrited Customer,55,F,3,High School,Married,Less than $40K,Blue,29,3,1653,"Q4,2018",3,3,0,35,1653,0,1885,53.7225,Philippines,Central Luzon,Angeles,11/22/2018,2018,4,November,Retail,Sporting Goods
711838008,Attrited Customer,55,M,3,Graduate,Married,$60K - $80K,Silver,28,2,6407,"Q4,2018",3,2,478,77,5929,0.075,2864,81.624,Brunei,Brunei-Muara,Tutong,12/27/2018,2018,4,December,Utility,Gas Bill
709562358,Existing Customer,55,F,2,College,Single,$40K - $60K,Silver,55,6,5353,"none,2019",6,10,1947,106,3759,0.184,3372,93.3048,Indonesia,Jawa Tengah,Purwokerto,,,,,Utility,Internet Bill
714477408,Attrited Customer,55,F,3,High School,Married,Less than $40K,Blue,36,3,2977,"Q2,2018",3,3,1340,39,1637,0.45,4059,115.6815,Thailand,Bangkok,Bang Rak,6/4/2018,2018,2,June,Utility,Internet Bill
711939558,Attrited Customer,55,F,2,High School,Single,Less than $40K,Blue,36,3,1534,"Q1,2018",2,3,0,39,1534,0,1765,50.3025,Laos,Pakse,Champasak,1/3/2018,2018,1,January,Utility,Gas Bill
712110333,Attrited Customer,55,F,2,College,Married,$40K - $60K,Blue,18,4,2179,"Q3,2018",1,3,0,48,2179,0,2460,70.11,Laos,Luang Prabang,Pakbeng,9/16/2018,2018,3,September,Retail,Electronics Store
712597233,Attrited Customer,55,M,2,High School,Married,$40K - $60K,Blue,36,2,3250,"Q2,2018",3,2,1721,32,1529,0.53,968,27.588,Laos,Vientiane,Naxaythong,5/12/2018,2018,2,May,Utility,Electricity Bill
712998033,Attrited Customer,55,M,3,Graduate,Married,$60K - $80K,Silver,36,3,7361,"Q4,2018",2,2,0,44,7361,0,1970,56.145,Philippines,Metro Manila,Caloocan,10/16/2018,2018,4,October,Utility,Water Bill
713011683,Attrited Customer,55,F,3,College,Married,$40K - $60K,Silver,24,4,11239,"Q4,2018",2,4,0,43,11239,0,1280,36.48,Philippines,Metro Manila,Taguig,11/11/2018,2018,4,November,Bank,Deposit
713281833,Attrited Customer,55,M,1,Graduate,Single,$40K - $60K,Silver,29,6,13589,"Q3,2018",2,3,2517,79,11072,0.185,4316,123.006,Thailand,Bangkok,Bang Kho Laem,9/26/2018,2018,3,September,Retail,Bookstore
714013983,Attrited Customer,55,F,0,Uneducated,Single,Less than $40K,Blue,36,3,1586,"Q2,2018",3,3,0,41,1586,0,2272,64.752,Indonesia,Jawa Barat,Cimahi,4/12/2018,2018,2,April,Utility,Water Bill
709624533,Attrited Customer,55,F,2,High School,Married,$40K - $60K,Blue,57,5,3187,"Q2,2019",2,0,3288,99,670,0.515,2391,68.40918,Brunei,Belait,Sungai Teraban,5/21/2019,2019,2,May,Bank,ATM Withdrawal
794675058,Attrited Customer,55,M,3,College,Married,$60K - $80K,Silver,21,5,5015,"Q2,2018",3,2,1963,43,3052,0.391,8608,245.328,Singapore,East Region,Marine Parade,4/25/2018,2018,2,April,Retail,Clothing Store
709485033,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,36,4,2358,"none,2018",9,6,2275,92,1206,0.4845,1157,32.447724,Cambodia,Phnom Penh,Sen Sok,,,,,Utility,Internet Bill
709476033,Existing Customer,55,M,2,Graduate,Divorced,$60K - $80K,Silver,60,2,6577,"none,2019",1,4,2906,141,4777,0.222,2466.6736,69.809618,Singapore,North Region,Yishun,,,,,Retail,Sporting Goods
714630858,Attrited Customer,55,F,1,Uneducated,Married,Less than $40K,Blue,36,2,1470,"Q3,2018",3,2,458,39,1012,0.312,4351,124.0035,Myanmar,Mandalay,Chanayethazan,7/28/2018,2018,3,July,Retail,Electronics Store
715499058,Attrited Customer,55,F,2,High School,Married,Less than $40K,Blue,36,4,1848,"Q2,2018",3,2,0,33,1848,0,3990,113.715,Laos,Vientiane,Xaysetha,4/23/2018,2018,2,April,Retail,Electronics Store
717409533,Attrited Customer,55,F,2,High School,Single,Less than $40K,Blue,26,1,1821,"Q2,2018",2,3,1486,43,335,0.816,5025,143.2125,Philippines,Calabarzon,San Pablo,4/19/2018,2018,2,April,Bank,Credit Card Payment
717579258,Attrited Customer,55,M,1,Graduate,Married,$40K - $60K,Silver,36,2,6893,"Q3,2018",3,3,1462,50,5431,0.212,3773,107.5305,Brunei,Belait,Mukim Liang,7/28/2018,2018,3,July,Utility,Gas Bill
718303683,Attrited Customer,55,F,2,Graduate,Married,Less than $40K,Blue,23,4,1666,"Q4,2018",2,2,813,60,853,0.488,1909,54.4065,Indonesia,Jawa Tengah,Surakarta,12/15/2018,2018,4,December,Utility,Electricity Bill
718913358,Attrited Customer,55,M,2,Graduate,Single,Less than $40K,Blue,36,3,4225,"Q2,2018",3,3,2517,43,1708,0.596,4155,118.4175,Philippines,Central Luzon,Olongapo,5/16/2018,2018,2,May,Utility,Gas Bill
719174433,Attrited Customer,55,F,1,Uneducated,Single,Less than $40K,Blue,24,2,1735,"Q3,2018",1,2,0,35,1735,0,5221,148.7985,Brunei,Tutong,Sungai Ujong,7/6/2018,2018,3,July,Bank,Credit Card Payment
709346133,Existing Customer,55,F,2,High School,Married,Less than $40K,Blue,47,3,3025,"none,2019",6,0,3711,74,649,0.6125,2641,74.098353,Malaysia,Johor,Muar,,,,,Utility,Internet Bill
720739083,Attrited Customer,55,F,2,High School,Married,Less than $40K,Blue,25,5,1691,"Q1,2018",2,3,0,63,1691,0,4654,132.639,Vietnam,Ho Chi Minh City,District 10,3/30/2018,2018,1,March,Utility,Water Bill
709382958,Existing Customer,55,F,2,Graduate,Married,Less than $40K,Blue,58,6,2894,"none,2019",6,8,3573,135,817,0.619,2458,68.394216,Myanmar,Naypyidaw,Ottarathiri Township,,,,,Utility,Internet Bill
721003008,Attrited Customer,55,F,4,Graduate,Married,$40K - $60K,Blue,24,3,3261,"Q2,2018",2,2,2517,18,744,0.772,4138,117.933,Malaysia,Johor,Kluang,4/29/2018,2018,2,April,Bank,Online Transfer
721426383,Attrited Customer,55,F,3,High School,Married,Less than $40K,Blue,36,4,1558,"Q4,2018",3,0,261,40,1297,0.168,2275,64.8375,Brunei,Tutong,Sungai Basong,11/24/2018,2018,4,November,Bank,Online Transfer
757710783,Attrited Customer,55,F,1,Graduate,Married,Less than $40K,Blue,29,4,1493,"Q4,2018",2,3,0,63,1493,0,4716,134.406,Malaysia,Johor,Batu Pahat,10/1/2018,2018,4,October,Utility,Water Bill
785011383,Attrited Customer,55,F,0,High School,Divorced,$40K - $60K,Blue,30,1,2190,"Q4,2018",3,4,0,38,2190,0,4479,127.6515,Myanmar,Mandalay,Chanmyathazi,11/3/2018,2018,4,November,Retail,Clothing Store
787505133,Attrited Customer,55,M,3,College,Married,$60K - $80K,Silver,24,2,11316,"Q1,2018",2,3,1599,49,9717,0.141,5106,145.521,Cambodia,Phnom Penh,Prampi Makara,2/18/2018,2018,1,February,Retail,Sporting Goods
788941983,Attrited Customer,55,F,1,Graduate,Married,$40K - $60K,Blue,22,1,2013,"Q2,2018",3,1,0,50,2013,0,4691,133.6935,Laos,Pakse,Vientiane,5/18/2018,2018,2,May,Bank,ATM Withdrawal
715146558,Attrited Customer,55,F,2,College,Married,Less than $40K,Blue,36,1,1696,"Q4,2018",3,2,0,56,1696,0,1651,47.0535,Myanmar,Naypyidaw,Lewe Township,12/7/2018,2018,4,December,Utility,Electricity Bill
714045783,Attrited Customer,55,F,2,Graduate,Married,$40K - $60K,Blue,29,2,2547,"Q1,2018",2,6,1965,46,582,0.771,4758,135.603,Philippines,Calabarzon,Quezon City,1/19/2018,2018,1,January,Bank,Credit Card Payment
713668158,Attrited Customer,55,F,1,College,Single,$80K - $120K,Gold,36,2,21067,"Q2,2018",3,3,0,71,21067,0,2395,68.2575,Singapore,East Region,Bedok,5/24/2018,2018,2,May,Bank,Credit Card Payment
719694408,Attrited Customer,55,F,1,College,Single,Less than $40K,Silver,36,4,4541,"Q4,2018",3,6,0,80,4541,0,4493,128.0505,Malaysia,Kedah,Kulim,11/11/2018,2018,4,November,Bank,Online Transfer
772292358,Attrited Customer,55,M,1,College,Divorced,$40K - $60K,Silver,19,4,7970,"Q3,2018",3,3,0,30,7970,0,2635,75.0975,Thailand,Phuket,Phuket City,7/2/2018,2018,3,July,Utility,Water Bill
